	alpha	tau	tau_hat	0_line	1_line	sigma_H	theta_Q	lambda	SCNA_likelihood	Kar_likelihood	SSNVs_likelihood	step_size
0	0.9502105015869597	1.9911387387696462	1.9964511493236983	0.05	1.0042278310420687	0.01	1.15821099103026	100.00000000000004	-133.19818403434647	-19.349573542247313	-513.8637915528657	0.9542278310420688
1	0.8604773136477872	1.9920756000317388	1.9964511456752982	0.14	1.0034210468581595	0.01	1.1598893686201137	100.00000000000004	-134.38475942206622	-19.349573542247313	-537.1901941956206	0.8634210468581595
2	0.6508935690663549	1.9921552321404514	1.9964510288631827	0.35	1.0025595892460788	0.01	1.1608358726219907	100.00000000000004	-139.22731807654296	-19.349573542247313	-731.6992679491956	0.6525595892460789
3	0.5015735850846562	1.987450813747374	1.9964504827211451	0.5	1.003157106119513	0.01	1.160888402174954	100.00000000000004	-144.56684332546874	-19.349573542247313	-1023.6551181795611	0.503157106119513
4	0.4022672219391754	1.9812129697580463	1.996449742785659	0.6	1.0037930359893108	0.01	1.1597608889650763	100.00000000000004	-148.91621869015253	-19.349573542247313	-1317.407848742118	0.40379303598931077
5	0.9054137113958485	3.9697642323270834	3.9929012844149585	0.05	0.5286178444875091	0.01	1.0642979357653062	100.00000000000004	-155.3136009845968	-4.617252540802557	-520.7711044105895	0.4786178444875091
6	0.6009539634629597	3.9841258478858745	3.9929008753513955	0.25	0.6264941312774936	0.01	1.0235794558645432	100.00000000000004	-156.4010096963431	-4.617252540802557	-620.0629250060341	0.3764941312774936
7	0.2600424896602394	1.9995583917085398	1.996450248580137	0.74	1.0000574217568519	0.01	1.1593529844505384	100.00000000000004	-156.4699708025731	-19.349573542247313	-1950.71845377073	0.2600574217568518
8	0.48324859795835606	3.971790830949897	3.9929003213309033	0.35	0.6773082736054081	0.01	1.0185565897446482	100.00000000000004	-159.08296834900523	-4.617252540802557	-740.6960276791606	0.3273082736054081
9	0.33543474485694147	3.962411558924743	3.9928997476492536	0.5	0.7523715634100776	0.01	1.016439245030024	100.00000000000004	-165.1016298269317	-4.617252540802557	-1034.95539506052	0.25237156341007755
10	0.2020212193717481	1.9749875362346363	1.9964477244335421	0.8	1.002532923707767	0.01	1.1649184194304114	100.00000000000004	-167.7101945264702	-19.349573542247313	-2319.0582797236775	0.2025329237077668
11	0.8397754004151657	5.978230351245722	5.989351473395532	0.06	0.3744743326272552	0.01	1.1243606858591428	100.00000000000004	-170.55283375213685	-36.82611058956763	-541.1010971182104	0.3144743326272552
12	0.43957673880836734	5.949606340220287	5.989350282425497	0.3	0.5353096860435583	0.01	0.9869936324394459	100.00000000000004	-171.52507562954617	-36.82611058956763	-695.1694577243645	0.23530968604355837
13	0.25937489549414755	3.968554333769865	3.992897523394181	0.59	0.7966243601662004	0.01	1.024247408134615	100.00000000000004	-172.40848816504834	-4.617252540802557	-1298.4304552202932	0.2066243601662004
14	0.18416171755058516	1.9448825155076268	1.9964389035461425	0.82	1.0051011550206865	0.01	1.1485950463227521	100.00000000000004	-179.9377945624038	-19.349573542247313	-2451.220959681373	0.18510115502068658
15	0.14985385808119833	3.986550625175871	3.992819605103992	0.74	0.870438579336255	0.01	1.0250894913891804	100.00000000000004	-247.64159472227354	-4.617252540802557	-1965.2484713525419	0.13043857933625505
16	0.11267444832568253	3.937563328952479	3.9924629174337674	0.8	0.9015856677297971	0.01	1.0266395140299105	100.00000000000004	-263.67094208363307	-4.617252540802557	-2332.9897840457174	0.101585667729797
17	0.09257917103762836	1.9387712407502167	1.995685436737242	0.91	1.0028423097148627	0.01	1.1692716238968988	100.00000000000004	-263.6740756642243	-19.349573542247313	-3341.3033591654066	0.09284230971486254
18	0.0829083820412027	1.9237402841651592	1.9951887399159238	0.92	1.0031713102423463	0.01	1.169519320990549	100.00000000000004	-270.75416217543386	-19.349573542247313	-3463.547033334615	0.08317131024234632
