	alpha	tau	tau_hat	0_line	1_line	sigma_H	theta_Q	lambda	SCNA_likelihood	Kar_likelihood	SSNVs_likelihood	step_size
0	1.0	1.973877732230448	1.9874960659570884	0.0	1.013233984731179	0.01	1.1538173737369817	100.00000000000004	-221.66623001141932	-19.349573542247313	-209.78347227057031	1.013233984731179
1	0.6619411902751862	1.9827495758046456	1.9875363346463228	0.34	1.005742167396159	0.01	1.162966205104869	100.00000000000004	-259.3383342916023	-19.349573542247313	-436.04752705221375	0.6657421673961591
2	1.0	3.974901627494748	3.9750129843033535	0.0	0.503157106119513	0.01	1.052442615624378	100.00000000000004	-272.12655476771835	-4.617252540802557	-230.54212923126533	0.503157106119513
3	0.5015735850846562	1.987450813747374	1.9875510159574947	0.5	1.003157106119513	0.01	1.1637337412054636	100.00000000000004	-276.67467020001976	-19.349573542247313	-747.2216373230974	0.503157106119513
4	0.334839900796194	1.956852618135078	1.9886208046027045	0.67	1.0072762945371911	0.01	1.1653098217234314	100.00000000000004	-279.0745614045564	-19.349573542247313	-1292.7365429391702	0.337276294537191
5	0.9709234992633393	5.929557941719282	5.963491152276351	0.01	0.3439203393340814	0.01	1.0547750302749388	100.00000000000004	-282.91221132123036	-36.82611058956763	-255.17794835852033	0.3339203393340814
6	0.49548933285503294	3.9530386278128544	3.9760814521319827	0.34	0.6739203393340814	0.01	1.0247899786300592	100.00000000000004	-288.64666564106005	-4.617252540802557	-463.2866507004242	0.3339203393340814
7	0.490056518296332	5.923306996579301	5.9640659433074905	0.26	0.5098604243971648	0.01	1.0085007462111355	100.00000000000004	-297.23560998149566	-36.82611058956763	-384.46258972090317	0.24986042439716483
8	0.6665417466193103	4.00224898226687	3.975369304757933	0.2	0.599775228150289	0.01	1.0213170970475085	100.00000000000004	-300.7849564529245	-4.617252540802557	-308.65979795109286	0.399775228150289
9	0.33543474485694147	3.962411558924743	3.9766447055478458	0.5	0.7523715634100776	0.01	1.0436153510992487	100.00000000000004	-305.7300876853932	-4.617252540802557	-772.9482587933328	0.25237156341007755
10	0.20159178098761962	3.9014074610432994	3.9766712067698116	0.67	0.8391697180031295	0.01	1.1269366734972204	100.00000000000004	-363.75172691648595	-4.617252540802557	-1318.2747622687323	0.16916971800312938
